Facility Name,State,Condition,Excess Ratio,Predicted Rate,Expected Rate,Number of Readmissions,Variance,Above/Below National Flag
ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,AZ,READM-30-HF-HRRP,0.9495,19.5783,20.6196,40,-1.0413,At/Below National
ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,AZ,READM-30-COPD-HRRP,1.0128,15.9297,15.7279,17,0.2018,Above National
ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,AZ,READM-30-PN-HRRP,1.0268,16.0061,15.5882,41,0.4179,Above National
ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,AZ,READM-30-AMI-HRRP,1.0417,13.882,13.3265,25,0.5555,Above National
ABRAZO CENTRAL CAMPUS,AZ,READM-30-PN-HRRP,0.9957,14.988,15.0528,12,-0.0648,At/Below National
CHANDLER REGIONAL MEDICAL CENTER,AZ,READM-30-HF-HRRP,0.9048,17.7219,19.5875,104,-1.8656,At/Below National
CHANDLER REGIONAL MEDICAL CENTER,AZ,READM-30-COPD-HRRP,0.9669,17.9347,18.5481,25,-0.6134,At/Below National
CHANDLER REGIONAL MEDICAL CENTER,AZ,READM-30-AMI-HRRP,1.0038,12.8427,12.7945,45,0.0482,Above National
CHANDLER REGIONAL MEDICAL CENTER,AZ,READM-30-PN-HRRP,0.9248,15.3221,16.5684,98,-1.2463,At/Below National
CHANDLER REGIONAL MEDICAL CENTER,AZ,READM-30-CABG-HRRP,1.0674,10.8206,10.1372,20,0.6834,Above National
HONORHEALTH SCOTTSDALE OSBORN MEDICAL CENTER,AZ,READM-30-HF-HRRP,1.1366,20.9288,18.4142,81,2.5146,Above National
HONORHEALTH SCOTTSDALE OSBORN MEDICAL CENTER,AZ,READM-30-COPD-HRRP,1.0009,16.9477,16.933,17,0.0147,Above National
HONORHEALTH SCOTTSDALE OSBORN MEDICAL CENTER,AZ,READM-30-AMI-HRRP,0.9828,12.3619,12.5789,15,-0.217,At/Below National
HONORHEALTH SCOTTSDALE OSBORN MEDICAL CENTER,AZ,READM-30-PN-HRRP,0.9689,14.9104,15.3892,55,-0.4788,At/Below National
CANYON VISTA MEDICAL CENTER,AZ,READM-30-HF-HRRP,1.0368,18.3749,17.7224,33,0.6525,Above National
CANYON VISTA MEDICAL CENTER,AZ,READM-30-COPD-HRRP,1.0089,15.5923,15.4555,13,0.1368,Above National
CANYON VISTA MEDICAL CENTER,AZ,READM-30-PN-HRRP,0.9573,13.4982,14.1002,34,-0.602,At/Below National
CANYON VISTA MEDICAL CENTER,AZ,READM-30-AMI-HRRP,1.0461,11.1398,10.6485,14,0.4913,Above National
KINGMAN REGIONAL MEDICAL CENTER,AZ,READM-30-PN-HRRP,0.9838,14.8819,15.1275,51,-0.2456,At/Below National
KINGMAN REGIONAL MEDICAL CENTER,AZ,READM-30-HF-HRRP,1.0161,20.3964,20.0733,56,0.3231,Above National
BANNER BOSWELL MEDICAL CENTER,AZ,READM-30-HF-HRRP,1.0578,20.9654,19.8196,156,1.1458,Above National
BANNER BOSWELL MEDICAL CENTER,AZ,READM-30-COPD-HRRP,0.9526,15.5223,16.2945,26,-0.7722,At/Below National
BANNER BOSWELL MEDICAL CENTER,AZ,READM-30-PN-HRRP,1.029,16.6005,16.1319,154,0.4686,Above National
BANNER BOSWELL MEDICAL CENTER,AZ,READM-30-CABG-HRRP,1.05,11.4028,10.86,21,0.5428,Above National
BANNER BOSWELL MEDICAL CENTER,AZ,READM-30-AMI-HRRP,1.0527,13.8657,13.1713,36,0.6944,Above National
SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,AZ,READM-30-HF-HRRP,0.9914,18.3715,18.53,31,-0.1585,At/Below National
SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,AZ,READM-30-PN-HRRP,0.955,12.883,13.4895,26,-0.6065,At/Below National
BANNER - UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,AZ,READM-30-PN-HRRP,0.9717,16.9977,17.4927,48,-0.495,At/Below National
BANNER - UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,AZ,READM-30-HF-HRRP,0.9446,19.4397,20.5805,37,-1.1408,At/Below National
BANNER - UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,AZ,READM-30-AMI-HRRP,1.0195,13.2399,12.986,18,0.2539,Above National
BANNER DESERT MEDICAL CENTER,AZ,READM-30-PN-HRRP,1.1253,18.2386,16.2077,115,2.0309,Above National
BANNER DESERT MEDICAL CENTER,AZ,READM-30-HF-HRRP,1.0655,19.9792,18.7515,74,1.2277,Above National
BANNER DESERT MEDICAL CENTER,AZ,READM-30-COPD-HRRP,0.97,17.9468,18.5015,22,-0.5547,At/Below National
BANNER DESERT MEDICAL CENTER,AZ,READM-30-AMI-HRRP,1.0406,12.6136,12.1214,28,0.4922,Above National
HAVASU REGIONAL MEDICAL CENTER,AZ,READM-30-COPD-HRRP,0.9884,16.6886,16.8847,20,-0.1961,At/Below National
HAVASU REGIONAL MEDICAL CENTER,AZ,READM-30-AMI-HRRP,0.978,12.4101,12.6895,25,-0.2794,At/Below National
HAVASU REGIONAL MEDICAL CENTER,AZ,READM-30-PN-HRRP,0.9663,14.4635,14.968,43,-0.5045,At/Below National
HAVASU REGIONAL MEDICAL CENTER,AZ,READM-30-HF-HRRP,1.0098,18.9751,18.7904,54,0.1847,Above National
HAVASU REGIONAL MEDICAL CENTER,AZ,READM-30-CABG-HRRP,0.9982,13.328,13.352,11,-0.024,At/Below National
FORT DEFIANCE INDIAN HOSPITAL,AZ,READM-30-PN-HRRP,1.075,12.15,11.3025,12,0.8475,Above National
FORT DEFIANCE INDIAN HOSPITAL,AZ,READM-30-HF-HRRP,1.048,17.6777,16.868,11,0.8097,Above National
ABRAZO SCOTTSDALE CAMPUS,AZ,READM-30-PN-HRRP,1.0244,15.4983,15.1293,23,0.369,Above National
ABRAZO SCOTTSDALE CAMPUS,AZ,READM-30-HF-HRRP,0.9874,18.2883,18.5215,11,-0.2332,At/Below National
NORTHWEST MEDICAL CENTER,AZ,READM-30-HF-HRRP,0.9621,17.1479,17.8233,68,-0.6754,At/Below National
NORTHWEST MEDICAL CENTER,AZ,READM-30-COPD-HRRP,1.0718,17.4815,16.3104,22,1.1711,Above National
NORTHWEST MEDICAL CENTER,AZ,READM-30-AMI-HRRP,0.8625,9.3436,10.8331,14,-1.4895,At/Below National
NORTHWEST MEDICAL CENTER,AZ,READM-30-PN-HRRP,0.9734,15.0317,15.4417,46,-0.41,At/Below National
HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER,AZ,READM-30-HIP-KNEE-HRRP,1.0512,4.5248,4.3043,11,0.2205,Above National
HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER,AZ,READM-30-COPD-HRRP,1.0505,17.1454,16.3214,22,0.824,Above National
HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER,AZ,READM-30-HF-HRRP,1.0236,19.2731,18.8285,135,0.4446,Above National
HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER,AZ,READM-30-PN-HRRP,1.1182,16.8744,15.091,114,1.7834,Above National
HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER,AZ,READM-30-AMI-HRRP,0.9983,12.266,12.2872,35,-0.0212,At/Below National
HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER,AZ,READM-30-CABG-HRRP,1.1415,9.8835,8.658,16,1.2255,Above National
BANNER BAYWOOD MEDICAL CENTER,AZ,READM-30-HF-HRRP,1.01,19.0892,18.8997,74,0.1895,Above National
BANNER BAYWOOD MEDICAL CENTER,AZ,READM-30-COPD-HRRP,0.9227,15.2068,16.4801,17,-1.2733,At/Below National
BANNER BAYWOOD MEDICAL CENTER,AZ,READM-30-PN-HRRP,0.9217,14.6932,15.9417,109,-1.2485,At/Below National
BANNER THUNDERBIRD MEDICAL CENTER,AZ,READM-30-HF-HRRP,0.8937,18.2702,20.4442,63,-2.174,At/Below National
BANNER THUNDERBIRD MEDICAL CENTER,AZ,READM-30-COPD-HRRP,1.0225,17.9751,17.5788,24,0.3963,Above National
BANNER THUNDERBIRD MEDICAL CENTER,AZ,READM-30-AMI-HRRP,1.0074,12.8439,12.7495,20,0.0944,Above National
BANNER THUNDERBIRD MEDICAL CENTER,AZ,READM-30-PN-HRRP,1.0151,16.9294,16.6772,96,0.2522,Above National
HONORHEALTH DEER VALLEY MEDICAL CENTER,AZ,READM-30-HF-HRRP,1.0618,19.9969,18.8331,66,1.1638,Above National
HONORHEALTH DEER VALLEY MEDICAL CENTER,AZ,READM-30-COPD-HRRP,0.997,17.1535,17.205,12,-0.0515,At/Below National
HONORHEALTH DEER VALLEY MEDICAL CENTER,AZ,READM-30-PN-HRRP,1.0103,15.8848,15.7229,52,0.1619,Above National
HONORHEALTH DEER VALLEY MEDICAL CENTER,AZ,READM-30-AMI-HRRP,1.0112,12.077,11.9435,19,0.1335,Above National
BANNER DEL E. WEBB MEDICAL CENTER,AZ,READM-30-HF-HRRP,0.9135,17.5568,19.2201,124,-1.6633,At/Below National
BANNER DEL E. WEBB MEDICAL CENTER,AZ,READM-30-COPD-HRRP,0.9428,15.9656,16.9334,30,-0.9678,At/Below National
BANNER DEL E. WEBB MEDICAL CENTER,AZ,READM-30-PN-HRRP,1.0004,15.468,15.4613,166,0.0067,Above National
BANNER DEL E. WEBB MEDICAL CENTER,AZ,READM-30-AMI-HRRP,1.0855,12.9656,11.9441,39,1.0215,Above National
ABRAZO ARROWHEAD HOSPITAL,AZ,READM-30-HF-HRRP,1.0169,19.6124,19.287,91,0.3254,Above National
ABRAZO ARROWHEAD HOSPITAL,AZ,READM-30-COPD-HRRP,1.0329,17.9862,17.4131,16,0.5731,Above National
ABRAZO ARROWHEAD HOSPITAL,AZ,READM-30-PN-HRRP,1.005,15.5826,15.5057,53,0.0769,Above National
ABRAZO ARROWHEAD HOSPITAL,AZ,READM-30-AMI-HRRP,1.1148,14.1871,12.7262,50,1.4609,Above National
ABRAZO ARROWHEAD HOSPITAL,AZ,READM-30-CABG-HRRP,1.002,9.61,9.5905,14,0.0195,Above National
WESTERN ARIZONA REGIONAL MEDICAL CENTER,AZ,READM-30-HF-HRRP,0.9134,17.9505,19.6521,26,-1.7016,At/Below National
WESTERN ARIZONA REGIONAL MEDICAL CENTER,AZ,READM-30-COPD-HRRP,1.0249,18.2156,17.7726,19,0.443,Above National
WESTERN ARIZONA REGIONAL MEDICAL CENTER,AZ,READM-30-PN-HRRP,0.8973,14.2608,15.8929,17,-1.6321,At/Below National
WESTERN ARIZONA REGIONAL MEDICAL CENTER,AZ,READM-30-AMI-HRRP,1.0289,12.3682,12.0214,21,0.3468,Above National
MAYO CLINIC HOSPITAL,AZ,READM-30-HIP-KNEE-HRRP,1.0681,5.9604,5.5802,12,0.3802,Above National
MAYO CLINIC HOSPITAL,AZ,READM-30-HF-HRRP,0.9706,19.9252,20.5277,181,-0.6025,At/Below National
MAYO CLINIC HOSPITAL,AZ,READM-30-COPD-HRRP,0.9382,17.9186,19.0984,19,-1.1798,At/Below National
MAYO CLINIC HOSPITAL,AZ,READM-30-PN-HRRP,0.9192,15.899,17.2957,134,-1.3967,At/Below National
MAYO CLINIC HOSPITAL,AZ,READM-30-AMI-HRRP,1.0292,13.5917,13.2064,31,0.3853,Above National
MAYO CLINIC HOSPITAL,AZ,READM-30-CABG-HRRP,1.0332,11.0254,10.6709,11,0.3545,Above National
BANNER HEART HOSPITAL,AZ,READM-30-HF-HRRP,0.9382,17.0527,18.1758,63,-1.1231,At/Below National
BANNER HEART HOSPITAL,AZ,READM-30-AMI-HRRP,1.0397,11.4003,10.965,49,0.4353,Above National
BANNER HEART HOSPITAL,AZ,READM-30-CABG-HRRP,1.2382,11.7793,9.513,32,2.2663,Above National
ARIZONA SPINE AND JOINT HOSPITAL,AZ,READM-30-HIP-KNEE-HRRP,0.6598,2.6391,4.0001,17,-1.361,At/Below National
ABRAZO WEST CAMPUS,AZ,READM-30-HF-HRRP,0.9725,19.3645,19.9129,30,-0.5484,At/Below National
ABRAZO WEST CAMPUS,AZ,READM-30-PN-HRRP,1.0258,15.5578,15.1667,49,0.3911,Above National
ABRAZO WEST CAMPUS,AZ,READM-30-COPD-HRRP,0.9941,15.5423,15.6344,11,-0.0921,At/Below National
BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,AZ,READM-30-HF-HRRP,0.9763,19.8892,20.3725,15,-0.4833,At/Below National
BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,AZ,READM-30-PN-HRRP,0.963,16.2736,16.8982,15,-0.6246,At/Below National
ARIZONA ORTHOPEDIC AND SURGICAL SPECIALTY HOSPITAL,AZ,READM-30-HIP-KNEE-HRRP,1.643,5.736,3.4911,25,2.2449,Above National
ORO VALLEY HOSPITAL,AZ,READM-30-PN-HRRP,0.9465,12.4216,13.1235,31,-0.7019,At/Below National
ORO VALLEY HOSPITAL,AZ,READM-30-HF-HRRP,0.976,16.5443,16.9506,47,-0.4063,At/Below National
ORO VALLEY HOSPITAL,AZ,READM-30-AMI-HRRP,1.0179,10.5019,10.3173,11,0.1846,Above National
BANNER ESTRELLA MEDICAL CENTER,AZ,READM-30-HF-HRRP,0.9996,19.3199,19.3275,56,-0.0076,At/Below National
BANNER ESTRELLA MEDICAL CENTER,AZ,READM-30-PN-HRRP,1.0365,16.9223,16.3269,50,0.5954,Above National
VALLEY VIEW MEDICAL CENTER,AZ,READM-30-HF-HRRP,0.9994,17.5234,17.5335,11,-0.0101,At/Below National
MERCY GILBERT MEDICAL CENTER,AZ,READM-30-PN-HRRP,0.9405,15.1099,16.0652,61,-0.9553,At/Below National
MERCY GILBERT MEDICAL CENTER,AZ,READM-30-HF-HRRP,1.0283,21.0931,20.5128,91,0.5803,Above National
MERCY GILBERT MEDICAL CENTER,AZ,READM-30-COPD-HRRP,0.9789,17.9679,18.3556,19,-0.3877,At/Below National
MERCY GILBERT MEDICAL CENTER,AZ,READM-30-AMI-HRRP,0.9742,12.7792,13.1181,16,-0.3389,At/Below National
"MOUNTAIN VISTA MEDICAL CENTER, LP",AZ,READM-30-HF-HRRP,0.9295,16.8669,18.1454,22,-1.2785,At/Below National
"MOUNTAIN VISTA MEDICAL CENTER, LP",AZ,READM-30-PN-HRRP,0.9756,14.0906,14.4424,26,-0.3518,At/Below National
BANNER GATEWAY MEDICAL CENTER,AZ,READM-30-HF-HRRP,0.9251,17.513,18.9308,13,-1.4178,At/Below National
BANNER GATEWAY MEDICAL CENTER,AZ,READM-30-PN-HRRP,0.9268,16.5904,17.9007,50,-1.3103,At/Below National
HONORHEALTH SCOTTSDALE THOMPSON PEAK MED CTR,AZ,READM-30-HIP-KNEE-HRRP,1.1642,5.952,5.1126,15,0.8394,Above National
HONORHEALTH SCOTTSDALE THOMPSON PEAK MED CTR,AZ,READM-30-HF-HRRP,1.052,19.6404,18.67,77,0.9704,Above National
HONORHEALTH SCOTTSDALE THOMPSON PEAK MED CTR,AZ,READM-30-PN-HRRP,1.024,15.1991,14.8428,49,0.3563,Above National
HONORHEALTH SCOTTSDALE THOMPSON PEAK MED CTR,AZ,READM-30-AMI-HRRP,1.1824,13.3816,11.3169,25,2.0647,Above National
BANNER IRONWOOD MEDICAL CENTER,AZ,READM-30-PN-HRRP,1.104,16.972,15.3727,43,1.5993,Above National
BANNER IRONWOOD MEDICAL CENTER,AZ,READM-30-HF-HRRP,0.9346,19.3275,20.6806,13,-1.3531,At/Below National
BANNER IRONWOOD MEDICAL CENTER,AZ,READM-30-COPD-HRRP,1.0836,20.1352,18.5826,12,1.5526,Above National
O.A.S.I.S. HOSPITAL,AZ,READM-30-HIP-KNEE-HRRP,0.6332,2.5808,4.076,37,-1.4952,At/Below National
BANNER GOLDFIELD MEDICAL CENTER,AZ,READM-30-PN-HRRP,1.0026,14.1128,14.0762,14,0.0366,Above National
DIGNITY HEALTH ARIZONA GENERAL HOSPITAL,AZ,READM-30-PN-HRRP,0.9738,13.1927,13.548,12,-0.3553,At/Below National
HONORHEALTH SONORAN CROSSING MEDICAL CENTER,AZ,READM-30-HF-HRRP,1.0634,19.8858,18.7007,20,1.1851,Above National
HONORHEALTH SONORAN CROSSING MEDICAL CENTER,AZ,READM-30-PN-HRRP,1.0376,14.9129,14.3731,19,0.5398,Above National
BANNER OCOTILLO MEDICAL CENTER,AZ,READM-30-HF-HRRP,1.0436,19.1434,18.3438,20,0.7996,Above National
BANNER OCOTILLO MEDICAL CENTER,AZ,READM-30-PN-HRRP,1.0958,15.7231,14.348,33,1.3751,Above National
NORTHWEST MEDICAL CENTER SAHUARITA,AZ,READM-30-PN-HRRP,1.044,13.6511,13.076,20,0.5751,Above National
NORTHWEST MEDICAL CENTER SAHUARITA,AZ,READM-30-HF-HRRP,0.9635,16.1531,16.7648,13,-0.6117,At/Below National
JOHNSON REGIONAL MEDICAL CENTER,AR,READM-30-PN-HRRP,1.026,13.0115,12.6821,13,0.3294,Above National
WASHINGTON REGIONAL MEDICAL CENTER,AR,READM-30-HF-HRRP,0.8251,16.1627,19.5885,92,-3.4258,At/Below National
WASHINGTON REGIONAL MEDICAL CENTER,AR,READM-30-COPD-HRRP,0.8736,16.9974,19.456,15,-2.4586,At/Below National
WASHINGTON REGIONAL MEDICAL CENTER,AR,READM-30-PN-HRRP,0.9586,15.1308,15.7847,58,-0.6539,At/Below National
WASHINGTON REGIONAL MEDICAL CENTER,AR,READM-30-AMI-HRRP,0.8392,12.2315,14.5745,23,-2.343,At/Below National
WASHINGTON REGIONAL MEDICAL CENTER,AR,READM-30-CABG-HRRP,0.9106,10.4549,11.4808,13,-1.0259,At/Below National
CHI-ST VINCENT INFIRMARY,AR,READM-30-HF-HRRP,1.0112,19.6597,19.4414,104,0.2183,Above National
CHI-ST VINCENT INFIRMARY,AR,READM-30-COPD-HRRP,1.0179,17.2759,16.9721,13,0.3038,Above National
CHI-ST VINCENT INFIRMARY,AR,READM-30-PN-HRRP,1.1485,18.3354,15.965,61,2.3704,Above National
CHI-ST VINCENT INFIRMARY,AR,READM-30-AMI-HRRP,0.9955,13.2257,13.2849,31,-0.0592,At/Below National
CHI-ST VINCENT INFIRMARY,AR,READM-30-CABG-HRRP,0.8952,8.94,9.9869,22,-1.0469,At/Below National
MERCY HOSPITAL NORTHWEST ARKANSAS,AR,READM-30-PN-HRRP,0.9731,15.0873,15.5043,62,-0.417,At/Below National
MERCY HOSPITAL NORTHWEST ARKANSAS,AR,READM-30-HF-HRRP,0.9256,18.2551,19.7222,68,-1.4671,At/Below National
MERCY HOSPITAL NORTHWEST ARKANSAS,AR,READM-30-COPD-HRRP,0.9445,18.1269,19.1929,20,-1.066,At/Below National
MERCY HOSPITAL NORTHWEST ARKANSAS,AR,READM-30-AMI-HRRP,0.9663,10.7154,11.089,19,-0.3736,At/Below National
CHAMBERS MEMORIAL HOSPITAL,AR,READM-30-HF-HRRP,1.0002,17.6344,17.6311,18,0.0033,Above National
CHAMBERS MEMORIAL HOSPITAL,AR,READM-30-PN-HRRP,1.0507,16.1073,15.3299,26,0.7774,Above National
WHITE COUNTY MEDICAL CENTER,AR,READM-30-PN-HRRP,1.1311,18.3965,16.2638,103,2.1327,Above National
WHITE COUNTY MEDICAL CENTER,AR,READM-30-COPD-HRRP,1.0977,21.15,19.2677,67,1.8823,Above National
WHITE COUNTY MEDICAL CENTER,AR,READM-30-AMI-HRRP,1.0055,13.5182,13.4444,20,0.0738,Above National
WHITE COUNTY MEDICAL CENTER,AR,READM-30-HF-HRRP,1.0387,19.8314,19.0922,80,0.7392,Above National
MENA REGIONAL HEALTH SYSTEM,AR,READM-30-PN-HRRP,1.0536,14.3331,13.6038,14,0.7293,Above National
UAMS MEDICAL CENTER,AR,READM-30-COPD-HRRP,1.0117,19.0314,18.811,15,0.2204,Above National
UAMS MEDICAL CENTER,AR,READM-30-AMI-HRRP,1.0919,15.0398,13.7745,14,1.2653,Above National
UAMS MEDICAL CENTER,AR,READM-30-PN-HRRP,1.0281,18.2352,17.7372,61,0.498,Above National
UAMS MEDICAL CENTER,AR,READM-30-HF-HRRP,1.0034,21.2884,21.2161,59,0.0723,Above National
NORTH ARKANSAS REGIONAL MEDICAL CENTER,AR,READM-30-PN-HRRP,0.9885,13.4869,13.6438,30,-0.1569,At/Below National
ST BERNARDS MEDICAL CENTER,AR,READM-30-PN-HRRP,0.9556,15.4957,16.2158,71,-0.7201,At/Below National
ST BERNARDS MEDICAL CENTER,AR,READM-30-HF-HRRP,1.1021,21.6144,19.6122,96,2.0022,Above National
ST BERNARDS MEDICAL CENTER,AR,READM-30-AMI-HRRP,1.0367,14.4546,13.9435,36,0.5111,Above National
ST BERNARDS MEDICAL CENTER,AR,READM-30-COPD-HRRP,1.0563,19.8939,18.8336,83,1.0603,Above National
ST BERNARDS MEDICAL CENTER,AR,READM-30-CABG-HRRP,1.0753,11.0652,10.2903,16,0.7749,Above National
NORTHWEST MEDICAL CENTER-SPRINGDALE,AR,READM-30-HF-HRRP,0.9856,19.8555,20.1466,50,-0.2911,At/Below National
NORTHWEST MEDICAL CENTER-SPRINGDALE,AR,READM-30-COPD-HRRP,0.9612,18.7558,19.5137,21,-0.7579,At/Below National
NORTHWEST MEDICAL CENTER-SPRINGDALE,AR,READM-30-AMI-HRRP,0.9982,13.5267,13.5514,34,-0.0247,At/Below National
NORTHWEST MEDICAL CENTER-SPRINGDALE,AR,READM-30-PN-HRRP,0.8058,13.0469,16.1909,22,-3.144,At/Below National
ST VINCENT HOT SPRINGS,AR,READM-30-COPD-HRRP,1.0658,19.0391,17.863,27,1.1761,Above National
ST VINCENT HOT SPRINGS,AR,READM-30-HF-HRRP,1.0642,20.2768,19.054,138,1.2228,Above National
ST VINCENT HOT SPRINGS,AR,READM-30-PN-HRRP,1.0032,15.5491,15.5,82,0.0491,Above National
ST VINCENT HOT SPRINGS,AR,READM-30-AMI-HRRP,0.9883,11.9329,12.0739,30,-0.141,At/Below National
BAXTER REGIONAL MEDICAL CENTER,AR,READM-30-HF-HRRP,0.9751,16.7737,17.2017,84,-0.428,At/Below National
BAXTER REGIONAL MEDICAL CENTER,AR,READM-30-COPD-HRRP,1.1267,17.2535,15.3139,44,1.9396,Above National
BAXTER REGIONAL MEDICAL CENTER,AR,READM-30-AMI-HRRP,1.0807,12.9083,11.9449,35,0.9634,Above National
BAXTER REGIONAL MEDICAL CENTER,AR,READM-30-CABG-HRRP,1.253,14.9234,11.9102,18,3.0132,Above National
BAXTER REGIONAL MEDICAL CENTER,AR,READM-30-PN-HRRP,1.1221,15.7264,14.0152,74,1.7112,Above National
"CONWAY REGIONAL MEDICAL CENTER, INC",AR,READM-30-PN-HRRP,0.9897,15.7101,15.8732,70,-0.1631,At/Below National
"CONWAY REGIONAL MEDICAL CENTER, INC",AR,READM-30-HF-HRRP,0.9622,18.5562,19.2844,45,-0.7282,At/Below National
"CONWAY REGIONAL MEDICAL CENTER, INC",AR,READM-30-COPD-HRRP,0.9897,16.0613,16.2282,14,-0.1669,At/Below National
"CONWAY REGIONAL MEDICAL CENTER, INC",AR,READM-30-AMI-HRRP,1.0473,13.3922,12.7872,18,0.605,Above National
BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,AR,READM-30-COPD-HRRP,0.9563,16.6885,17.4505,31,-0.762,At/Below National
BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,AR,READM-30-AMI-HRRP,1.007,12.367,12.2806,31,0.0864,Above National
BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,AR,READM-30-HF-HRRP,1.0242,19.891,19.4203,91,0.4707,Above National
BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,AR,READM-30-PN-HRRP,0.9888,15.5586,15.7343,108,-0.1757,At/Below National
ARKANSAS METHODIST MEDICAL CENTER,AR,READM-30-COPD-HRRP,1.0045,16.9763,16.9009,13,0.0754,Above National
ARKANSAS METHODIST MEDICAL CENTER,AR,READM-30-PN-HRRP,1.0031,14.4505,14.4064,20,0.0441,Above National
ARKANSAS METHODIST MEDICAL CENTER,AR,READM-30-HF-HRRP,0.9849,17.3122,17.5783,18,-0.2661,At/Below National
ST MARYS REGIONAL MEDICAL CENTER,AR,READM-30-HF-HRRP,0.9983,18.8825,18.9155,35,-0.033,At/Below National
ST MARYS REGIONAL MEDICAL CENTER,AR,READM-30-PN-HRRP,0.9347,15.125,16.1823,23,-1.0573,At/Below National
ST MARYS REGIONAL MEDICAL CENTER,AR,READM-30-AMI-HRRP,1.0304,12.4685,12.1012,12,0.3673,Above National
OUACHITA COUNTY MEDICAL CENTER,AR,READM-30-PN-HRRP,1.0796,14.7602,13.6715,13,1.0887,Above National
BAPTIST HEALTH MEDICAL CENTER-DREW COUNTY,AR,READM-30-COPD-HRRP,1.0583,17.3449,16.3892,22,0.9557,Above National
BAPTIST HEALTH MEDICAL CENTER-DREW COUNTY,AR,READM-30-PN-HRRP,1.105,16.2325,14.6895,44,1.543,Above National
BAPTIST HEALTH MEDICAL CENTER-DREW COUNTY,AR,READM-30-HF-HRRP,1.0284,19.4925,18.9536,31,0.5389,Above National
BAPTIST HEALTH - FORT SMITH,AR,READM-30-PN-HRRP,1.0075,17.0861,16.9596,102,0.1265,Above National
BAPTIST HEALTH - FORT SMITH,AR,READM-30-AMI-HRRP,1.1201,15.5737,13.9034,48,1.6703,Above National
BAPTIST HEALTH - FORT SMITH,AR,READM-30-COPD-HRRP,1.0219,20.1678,19.7359,54,0.4319,Above National
BAPTIST HEALTH - FORT SMITH,AR,READM-30-HF-HRRP,1.0723,23.5571,21.9688,154,1.5883,Above National
MERCY HOSPITAL FORT SMITH,AR,READM-30-AMI-HRRP,1.1058,14.1757,12.8193,53,1.3564,Above National
MERCY HOSPITAL FORT SMITH,AR,READM-30-PN-HRRP,1.0115,16.3528,16.1677,93,0.1851,Above National
MERCY HOSPITAL FORT SMITH,AR,READM-30-COPD-HRRP,1.0379,18.4428,17.7697,39,0.6731,Above National
MERCY HOSPITAL FORT SMITH,AR,READM-30-HF-HRRP,1.001,19.1234,19.1049,115,0.0185,Above National
GREAT RIVER MEDICAL CENTER,AR,READM-30-PN-HRRP,1.0469,16.5299,15.7898,14,0.7401,Above National
JEFFERSON REGIONAL MEDICAL CENTER,AR,READM-30-COPD-HRRP,0.9569,16.4059,17.1442,21,-0.7383,At/Below National
JEFFERSON REGIONAL MEDICAL CENTER,AR,READM-30-PN-HRRP,1.1494,18.2723,15.8978,51,2.3745,Above National
JEFFERSON REGIONAL MEDICAL CENTER,AR,READM-30-HF-HRRP,1.0221,20.2978,19.859,73,0.4388,Above National
JEFFERSON REGIONAL MEDICAL CENTER,AR,READM-30-AMI-HRRP,1.0492,15.2235,14.5092,25,0.7143,Above National
BAPTIST HEALTH MEDICAL CENTER-STUTTGART,AR,READM-30-HF-HRRP,1.0561,18.1602,17.1959,13,0.9643,Above National
NATIONAL PARK MEDICAL CENTER,AR,READM-30-HF-HRRP,1.0194,19.1731,18.8085,37,0.3646,Above National
NATIONAL PARK MEDICAL CENTER,AR,READM-30-AMI-HRRP,1.2142,15.0581,12.4018,22,2.6563,Above National
NATIONAL PARK MEDICAL CENTER,AR,READM-30-PN-HRRP,0.9954,16.3279,16.4029,49,-0.075,At/Below National
NATIONAL PARK MEDICAL CENTER,AR,READM-30-COPD-HRRP,1.0073,18.4184,18.2847,15,0.1337,Above National
SALINE MEMORIAL HOSPITAL,AR,READM-30-PN-HRRP,1.0788,15.6347,14.4925,31,1.1422,Above National
SALINE MEMORIAL HOSPITAL,AR,READM-30-COPD-HRRP,1.0009,16.4266,16.4123,15,0.0143,Above National
SALINE MEMORIAL HOSPITAL,AR,READM-30-HF-HRRP,1.0588,20.1346,19.0163,30,1.1183,Above National
